0 -0.0025 -0.991463 0.42957 -0.00079898 1 0 0.737393 0.000589163 -0.675463 -0.675463 -0.000539682 -0.737394
0.001 -0.0025 -0.991464 0.429566 -0.000799003 1 -5.37773e-10 0.737394 0.00058918 -0.675462 -0.675462 -0.000539697 -0.737395
0.002 -0.00249999 -0.991468 0.429556 -0.000799055 1 -1.79263e-09 0.737396 0.000589219 -0.67546 -0.67546 -0.000539731 -0.737396
0.003 -0.00249988 -0.991589 0.429608 -0.000800488 1 -4.4103e-08 0.737684 0.000590478 -0.675146 -0.675146 -0.000540479 -0.737684
0.004 -0.00249972 -0.991761 0.429688 -0.000801667 1 -5.95241e-07 0.738099 0.000591308 -0.674692 -0.674692 -0.000541318 -0.738099
0.005 -0.0024996 -0.991906 0.429777 -0.000799623 1 -2.88046e-06 0.738508 0.000588586 -0.674244 -0.674244 -0.000541269 -0.738508
0.006 -0.00249956 -0.991987 0.429877 -0.000791535 1 -8.30577e-06 0.73887 0.000579245 -0.673848 -0.673847 -0.000539511 -0.73887
0.007 -0.00249958 -0.991997 0.429985 -0.000775227 1 -1.80668e-05 0.739171 0.000560857 -0.673517 -0.673517 -0.000535483 -0.739171
0.008 -0.00249956 -0.991944 0.430102 -0.000749299 1 -3.30491e-05 0.739414 0.000531792 -0.673251 -0.673251 -0.000528904 -0.739414
0.009 -0.00249933 -0.991844 0.430225 -0.000713019 1 -5.38593e-05 0.739606 0.000491104 -0.67304 -0.67304 -0.000519725 -0.739606
0.01 -0.00249867 -0.991713 0.430351 -0.000666109 1 -8.09162e-05 0.739758 0.000438313 -0.672873 -0.672873 -0.000508065 -0.739758
0.011 -0.00249733 -0.991567 0.430478 -0.000608541 1 -0.000114545 0.739879 0.000373188 -0.67274 -0.67274 -0.000494139 -0.739879
0.012 -0.00249502 -0.991419 0.430606 -0.000540403 1 -0.000155037 0.739977 0.000295602 -0.672633 -0.672632 -0.000478216 -0.739977
0.013 -0.0024915 -0.991277 0.430732 -0.000461845 1 -0.000202667 0.740056 0.000205488 -0.672546 -0.672546 -0.000460597 -0.740056
0.014 -0.00248662 -0.991145 0.430855 -0.000373099 1 -0.000257677 0.740119 0.000102856 -0.672476 -0.672476 -0.000441612 -0.740119
0.015 -0.00248035 -0.991028 0.430976 -0.00027451 1 -0.000320245 0.740169 -1.21558e-05 -0.672421 -0.672421 -0.000421622 -0.740169
0.016 -0.00247279 -0.990925 0.431093 -0.000166561 1 -0.000390473 0.740205 -0.000139258 -0.672382 -0.672382 -0.000401022 -0.740205
0.017 -0.00246416 -0.990838 0.431206 -4.98554e-05 1 -0.000468388 0.740227 -0.000278019 -0.672357 -0.672357 -0.000380234 -0.740227
0.018 -0.00245468 -0.990764 0.431316 7.49294e-05 1 -0.000553971 0.740236 -0.000427926 -0.672347 -0.672347 -0.000359691 -0.740236
0.019 -0.00244457 -0.990702 0.431423 0.00020711 1 -0.000647188 0.740231 -0.000588448 -0.672352 -0.672352 -0.000339818 -0.740231
0.02 -0.00243399 -0.990652 0.431525 0.000346051 1 -0.000748017 0.740212 -0.000759098 -0.672373 -0.672373 -0.000321016 -0.740212
0.021 -0.002423 -0.990611 0.431625 0.000491194 1 -0.000856465 0.740179 -0.000939467 -0.672409 -0.67241 -0.000303654 -0.740179
0.022 -0.00241162 -0.990579 0.431721 0.000642058 0.999999 -0.000972565 0.740133 -0.00112922 -0.67246 -0.672461 -0.000288069 -0.740133
0.023 -0.00239985 -0.990554 0.431813 0.000798223 0.999999 -0.00109636 0.740074 -0.00132808 -0.672525 -0.672525 -0.000274566 -0.740074
0.024 -0.00238767 -0.990535 0.431902 0.000959306 0.999999 -0.00122791 0.740003 -0.00153578 -0.672602 -0.672603 -0.000263423 -0.740003
0.025 -0.00237515 -0.990522 0.431989 0.00112495 0.999998 -0.00136723 0.739921 -0.0017521 -0.672692 -0.672693 -0.000254898 -0.739922
0.026 -0.00236234 -0.990514 0.432072 0.00129481 0.999998 -0.00151436 0.739829 -0.00197679 -0.672792 -0.672793 -0.000249227 -0.73983
0.027 -0.00234935 -0.990509 0.432153 0.0014686 0.999998 -0.00166932 0.73973 -0.00220966 -0.6729 -0.672902 -0.000246621 -0.739731
0.028 -0.00233627 -0.990508 0.432232 0.00164605 0.999997 -0.00183213 0.739623 -0.00245052 -0.673017 -0.673019 -0.000247261 -0.739625
0.029 -0.00232315 -0.990509 0.432308 0.00182698 0.999996 -0.00200283 0.739511 -0.00269926 -0.673139 -0.673142 -0.0002513 -0.739513
0.03 -0.00231004 -0.990511 0.432382 0.00201125 0.999996 -0.00218147 0.739395 -0.00295583 -0.673265 -0.673269 -0.000258862 -0.739398
0.031 -0.00229697 -0.990515 0.432454 0.00219877 0.999995 -0.0023681 0.739276 -0.00322018 -0.673395 -0.673399 -0.00027004 -0.739279
0.032 -0.00228394 -0.990519 0.432524 0.00238949 0.999994 -0.00256277 0.739156 -0.00349232 -0.673525 -0.67353 -0.000284906 -0.73916
0.033 -0.00227095 -0.990523 0.432592 0.0025834 0.999993 -0.00276555 0.739035 -0.00377228 -0.673656 -0.673662 -0.000303513 -0.73904
0.034 -0.00225804 -0.990527 0.432659 0.00278049 0.999992 -0.00297645 0.738916 -0.00406007 -0.673785 -0.673792 -0.000325896 -0.738921
0.035 -0.00224522 -0.990529 0.432724 0.00298076 0.99999 -0.00319551 0.738799 -0.00435571 -0.673912 -0.673919 -0.000352072 -0.738805
0.036 -0.00223253 -0.990529 0.432787 0.00318424 0.999989 -0.00342275 0.738685 -0.00465925 -0.674035 -0.674043 -0.000382046 -0.738692
0.037 -0.00222001 -0.990528 0.432849 0.00339098 0.999988 -0.00365818 0.738575 -0.00497072 -0.674152 -0.674162 -0.000415803 -0.738583
0.038 -0.00220768 -0.990524 0.43291 0.00360104 0.999986 -0.0039018 0.738471 -0.00529019 -0.674264 -0.674275 -0.000453314 -0.73848
0.039 -0.00219556 -0.990516 0.432969 0.00381453 0.999984 -0.00415364 0.738373 -0.00561772 -0.674369 -0.674382 -0.000494535 -0.738383
0.04 -0.00218368 -0.990506 0.433026 0.00403154 0.999982 -0.00441369 0.738281 -0.0059534 -0.674466 -0.674481 -0.000539407 -0.738292
0.041 -0.00217203 -0.990492 0.433083 0.00425219 0.99998 -0.00468195 0.738197 -0.00629732 -0.674555 -0.674571 -0.000587861 -0.738209
0.042 -0.00216065 -0.990475 0.433137 0.00447662 0.999978 -0.0049584 0.738121 -0.00664954 -0.674635 -0.674653 -0.000639819 -0.738135
0.043 -0.00214955 -0.990454 0.43319 0.00470493 0.999975 -0.00524303 0.738054 -0.00701017 -0.674705 -0.674725 -0.000695194 -0.738069
0.044 -0.00213875 -0.990428 0.433241 0.00493728 0.999972 -0.00553581 0.737995 -0.00737927 -0.674766 -0.674788 -0.000753891 -0.738011
0.045 -0.00212827 -0.990399 0.433291 0.0051738 0.99997 -0.0058367 0.737946 -0.00775692 -0.674816 -0.67484 -0.000815809 -0.737963
0.046 -0.00211814 -0.990365 0.433338 0.00541463 0.999966 -0.00614568 0.737906 -0.0081432 -0.674855 -0.674882 -0.000880842 -0.737925
0.047 -0.00210838 -0.990327 0.433383 0.00565992 0.999963 -0.00646269 0.737875 -0.00853819 -0.674883 -0.674914 -0.000948876 -0.737896
0.048 -0.00209899 -0.990285 0.433426 0.00590981 0.999959 -0.0067877 0.737854 -0.00894197 -0.674901 -0.674934 -0.00101979 -0.737877
0.049 -0.00209001 -0.990239 0.433466 0.00616448 0.999956 -0.00712066 0.737843 -0.00935462 -0.674908 -0.674944 -0.00109347 -0.737868
0.05 -0.00208143 -0.990189 0.433504 0.00642407 0.999952 -0.00746151 0.737841 -0.00977622 -0.674904 -0.674944 -0.00116978 -0.737868
0.051 -0.00207327 -0.990135 0.433538 0.00668874 0.999947 -0.00781021 0.737849 -0.0102068 -0.674888 -0.674932 -0.0012486 -0.737878
0.052 -0.00206555 -0.990077 0.43357 0.00695864 0.999942 -0.0081667 0.737867 -0.0106466 -0.674862 -0.674911 -0.00132981 -0.737898
0.053 -0.00205828 -0.990015 0.433598 0.00723392 0.999937 -0.00853092 0.737893 -0.0110954 -0.674826 -0.674878 -0.00141328 -0.737928
0.054 -0.00205148 -0.98995 0.433623 0.00751472 0.999932 -0.00890282 0.737929 -0.0115535 -0.674779 -0.674836 -0.00149888 -0.737966
0.055 -0.00204515 -0.989881 0.433644 0.00780118 0.999926 -0.00928233 0.737974 -0.0120209 -0.674722 -0.674784 -0.00158649 -0.738014
0.056 -0.0020393 -0.989809 0.433661 0.00809344 0.99992 -0.00966939 0.738028 -0.0124977 -0.674655 -0.674722 -0.001676 -0.73807
0.057 -0.00203395 -0.989733 0.433674 0.00839163 0.999914 -0.0100639 0.738089 -0.0129838 -0.674578 -0.674651 -0.00176728 -0.738135
0.058 -0.00202909 -0.989655 0.433683 0.00869587 0.999907 -0.0104659 0.738159 -0.0134794 -0.674492 -0.67457 -0.00186022 -0.738208
0.059 -0.00202474 -0.989574 0.433687 0.0090063 0.9999 -0.0108753 0.738237 -0.0139844 -0.674396 -0.674481 -0.00195472 -0.73829
0.06 -0.0020209 -0.98949 0.433687 0.00932301 0.999893 -0.0112919 0.738323 -0.014499 -0.674292 -0.674383 -0.00205067 -0.738379
0.061 -0.00201757 -0.989404 0.433681 0.00964612 0.999885 -0.0117159 0.738415 -0.0150232 -0.674179 -0.674277 -0.00214798 -0.738475
0.062 -0.00201475 -0.989315 0.433671 0.00997572 0.999876 -0.012147 0.738515 -0.0155569 -0.674057 -0.674163 -0.00224655 -0.738579
0.063 -0.00201245 -0.989225 0.433656 0.0103119 0.999868 -0.0125853 0.738622 -0.0161003 -0.673928 -0.674041 -0.0023463 -0.73869
0.064 -0.00201067 -0.989132 0.433635 0.0106547 0.999858 -0.0130306 0.738735 -0.0166533 -0.67379 -0.673912 -0.00244716 -0.738808
0.065 -0.0020094 -0.989037 0.433609 0.0110043 0.999849 -0.0134831 0.738854 -0.0172159 -0.673645 -0.673775 -0.00254905 -0.738932
0.066 -0.00200865 -0.988941 0.433578 0.0113606 0.999838 -0.0139425 0.73898 -0.0177883 -0.673493 -0.673632 -0.00265192 -0.739062
0.067 -0.0020084 -0.988843 0.43354 0.0117238 0.999827 -0.0144088 0.739111 -0.0183702 -0.673333 -0.673481 -0.00275572 -0.739199
0.068 -0.00200866 -0.988743 0.433498 0.0120938 0.999816 -0.014882 0.739248 -0.0189619 -0.673166 -0.673324 -0.00286039 -0.739342
0.069 -0.00200942 -0.988642 0.433449 0.0124708 0.999804 -0.0153622 0.739391 -0.0195632 -0.672992 -0.673161 -0.0029659 -0.73949
0.07 -0.00201068 -0.98854 0.433395 0.0128547 0.999792 -0.0158491 0.739539 -0.0201742 -0.672812 -0.672991 -0.00307222 -0.739644
0.071 -0.00201241 -0.988436 0.433335 0.0132456 0.999779 -0.0163428 0.739692 -0.0207948 -0.672624 -0.672815 -0.00317934 -0.739804
0.072 -0.00201463 -0.988331 0.433269 0.0136434 0.999765 -0.0168433 0.73985 -0.0214251 -0.672431 -0.672634 -0.00328723 -0.739968
0.073 -0.0020173 -0.988225 0.433197 0.0140483 0.999751 -0.0173505 0.740013 -0.0220649 -0.672231 -0.672446 -0.00339589 -0.740139
0.074 -0.00202044 -0.988117 0.433119 0.0144601 0.999736 -0.0178643 0.740181 -0.0227143 -0.672024 -0.672252 -0.00350532 -0.740314
0.075 -0.00202402 -0.988009 0.433035 0.0148788 0.99972 -0.0183849 0.740354 -0.0233733 -0.671811 -0.672053 -0.00361554 -0.740494
0.076 -0.00202803 -0.987899 0.432946 0.0153046 0.999704 -0.0189121 0.740531 -0.0240418 -0.671592 -0.671848 -0.00372655 -0.74068
0.077 -0.00203246 -0.987788 0.432851 0.0157372 0.999687 -0.0194459 0.740713 -0.0247198 -0.671366 -0.671637 -0.00383838 -0.74087
0.078 -0.00203729 -0.987676 0.43275 0.0161767 0.999669 -0.0199863 0.7409 -0.0254072 -0.671135 -0.671421 -0.00395106 -0.741066
0.079 -0.00204251 -0.987563 0.432643 0.0166231 0.999651 -0.0205332 0.741091 -0.026104 -0.670897 -0.671199 -0.00406461 -0.741267
0.08 -0.0020481 -0.987448 0.432531 0.0170763 0.999632 -0.0210868 0.741287 -0.0268102 -0.670652 -0.670971 -0.00417909 -0.741472
0.081 -0.00205405 -0.987333 0.432414 0.0175363 0.999612 -0.0216469 0.741488 -0.0275258 -0.670402 -0.670737 -0.00429452 -0.741682
0.082 -0.00206034 -0.987216 0.432291 0.018003 0.999591 -0.0222135 0.741693 -0.0282506 -0.670145 -0.670498 -0.00441097 -0.741898
0.083 -0.00206695 -0.987098 0.432162 0.0184765 0.99957 -0.0227867 0.741902 -0.0289846 -0.669882 -0.670254 -0.00452847 -0.742118
0.084 -0.00207387 -0.986978 0.432029 0.0189565 0.999547 -0.0233664 0.742116 -0.0297278 -0.669612 -0.670003 -0.00464709 -0.742343
0.085 -0.00208107 -0.986857 0.43189 0.0194431 0.999524 -0.0239526 0.742334 -0.0304802 -0.669336 -0.669747 -0.00476687 -0.742574
0.086 -0.00208853 -0.986735 0.431747 0.0199363 0.9995 -0.0245453 0.742557 -0.0312416 -0.669053 -0.669486 -0.00488788 -0.742809
0.087 -0.00209625 -0.986611 0.431598 0.0204359 0.999475 -0.0251445 0.742785 -0.0320121 -0.668765 -0.669218 -0.00501019 -0.743049
0.088 -0.00210419 -0.986486 0.431445 0.0209419 0.999449 -0.0257502 0.743017 -0.0327915 -0.668469 -0.668945 -0.00513384 -0.743294
0.089 -0.00211233 -0.98636 0.431287 0.0214543 0.999422 -0.0263624 0.743253 -0.0335799 -0.668167 -0.668667 -0.0052589 -0.743544
0.09 -0.00212067 -0.986231 0.431125 0.021973 0.999394 -0.0269811 0.743493 -0.0343771 -0.667859 -0.668382 -0.00538543 -0.743799
0.091 -0.00212917 -0.986102 0.430958 0.0224979 0.999366 -0.0276062 0.743738 -0.0351832 -0.667544 -0.668092 -0.00551349 -0.744058
0.092 -0.00213782 -0.98597 0.430787 0.023029 0.999336 -0.0282378 0.743988 -0.0359981 -0.667223 -0.667796 -0.00564315 -0.744323
0.093 -0.00214659 -0.985837 0.430613 0.0235662 0.999305 -0.0288759 0.744241 -0.0368217 -0.666895 -0.667495 -0.00577447 -0.744592
0.094 -0.00215547 -0.985703 0.430434 0.0241095 0.999273 -0.0295204 0.744499 -0.037654 -0.666561 -0.667188 -0.00590749 -0.744866
0.095 -0.00216444 -0.985566 0.430251 0.0246588 0.999241 -0.0301713 0.744761 -0.0384949 -0.66622 -0.666875 -0.00604227 -0.745145
